1_Player,2_Nation,3_Pos,4_Squad,5_Comp,6_Age,7_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xA,Expected_npxG+xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,33_Matches
Tariq Lamptey,eng ENG,"DF,FW",Brighton,eng Premier League,21-166,2000,21,13,1264,14.0,0,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.6,0.6,1.8,2.4,0.04,0.13,0.17,0.04,0.17,Matches
Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,29-028,1993,22,12,1240,13.8,4,2,2,2,2,2,0,0.29,0.15,0.44,0.15,0.29,2.5,1.0,1.9,2.9,0.18,0.14,0.32,0.07,0.21,Matches
Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27-292,1994,24,24,2080,23.1,3,0,3,0,0,5,1,0.13,0.00,0.13,0.13,0.13,3.5,3.5,0.3,3.8,0.15,0.01,0.16,0.15,0.16,Matches
Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28-131,1993,25,25,2171,24.1,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.4,1.3,0.04,0.02,0.05,0.04,0.05,Matches
Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,21-073,2001,4,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29-217,1992,21,9,885,9.8,1,2,1,0,0,0,0,0.10,0.20,0.31,0.10,0.31,3.1,3.1,1.9,5.0,0.32,0.20,0.51,0.32,0.51,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,28-124,1993,20,19,1695,18.8,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,0.9,0.04,0.01,0.05,0.04,0.05,Matches
Bryan Lasme,fr FRA,"FW,MF",Arminia,de Bundesliga,23-121,1998,20,6,790,8.8,2,0,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.8,0.8,0.3,1.2,0.10,0.04,0.13,0.10,0.13,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,33-058,1989,8,2,244,2.7,0,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,0.2,0.2,0.5,0.7,0.08,0.18,0.26,0.08,0.26,Matches
Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24-114,1997,11,7,590,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,fr Ligue 1,23-101,1998,25,21,1822,20.2,4,1,3,1,1,3,0,0.20,0.05,0.25,0.15,0.20,4.9,4.1,3.7,7.8,0.24,0.18,0.42,0.20,0.39,Matches
Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,31-181,1990,27,25,2198,24.4,1,3,1,0,0,2,0,0.04,0.12,0.16,0.04,0.16,2.6,2.6,2.7,5.3,0.11,0.11,0.22,0.11,0.22,Matches
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28-106,1993,22,8,945,10.5,2,1,2,0,0,3,0,0.19,0.10,0.29,0.19,0.29,0.6,0.6,1.0,1.6,0.05,0.10,0.15,0.05,0.15,Matches
Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,19-165,2002,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,23-328,1998,28,16,1369,15.2,5,3,5,0,0,0,0,0.33,0.20,0.53,0.33,0.53,4.0,4.0,2.6,6.6,0.27,0.17,0.44,0.27,0.44,Matches
Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22-040,2000,27,17,1492,16.6,0,2,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,1.7,2.6,0.06,0.10,0.16,0.06,0.16,Matches
Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32-151,1989,24,24,2160,24.0,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,1.6,2.8,0.05,0.07,0.12,0.05,0.12,Matches
Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32-155,1989,8,7,650,7.2,1,0,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.1,0.3,0.04,0.01,0.05,0.04,0.05,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,25-124,1996,28,28,2520,28.0,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.9,0.9,0.1,1.0,0.03,0.00,0.04,0.03,0.04,Matches
Rafael Leão,pt POR,FW,Milan,it Serie A,22-278,1999,25,22,1833,20.4,8,4,8,0,0,3,0,0.39,0.20,0.59,0.39,0.59,6.4,6.4,2.7,9.1,0.31,0.13,0.45,0.31,0.45,Matches
Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36-175,1985,23,23,2025,22.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29-030,1993,28,28,2520,28.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28-294,1993,24,18,1606,17.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.3,2.4,0.06,0.07,0.14,0.06,0.14,Matches
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,30-116,1991,16,3,331,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.1,0.12,0.17,0.29,0.12,0.29,Matches
Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23-301,1998,13,11,998,11.1,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.3,1.2,0.08,0.02,0.10,0.08,0.10,Matches
Lucas Leiva,br BRA,MF,Lazio,it Serie A,35-065,1987,26,14,1314,14.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02,Matches
Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30-299,1991,20,20,1799,20.0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28-315,1993,23,21,1850,20.6,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,2.1,2.3,0.01,0.10,0.11,0.01,0.11,Matches
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26-123,1995,20,15,1300,14.4,4,5,4,0,0,2,0,0.28,0.35,0.62,0.28,0.62,3.1,3.1,3.0,6.1,0.21,0.21,0.42,0.21,0.42,Matches
Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,18-220,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,28-195,1993,25,19,1577,17.5,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.1,1.0,0.05,0.01,0.05,0.05,0.05,Matches
Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34-364,1987,12,10,853,9.5,0,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.8,0.9,0.01,0.08,0.09,0.01,0.09,Matches
Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,20-038,2002,7,0,80,0.9,2,0,2,0,0,0,0,2.25,0.00,2.25,2.25,2.25,0.7,0.7,0.2,0.9,0.80,0.21,1.01,0.80,1.01,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Ruben Lendinez,es ESP,DF,Valencia,es La Liga,19-001,2003,3,0,47,0.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26-271,1995,13,4,481,5.3,0,1,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,0.0,0.0,0.6,0.6,0.01,0.11,0.12,0.01,0.12,Matches
Aaron Lennon,eng ENG,"MF,FW",Burnley,eng Premier League,34-333,1987,18,12,1073,11.9,2,0,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.3,0.9,0.06,0.02,0.08,0.06,0.08,Matches
Bernd Leno,de GER,GK,Arsenal,eng Premier League,30-011,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27-174,1994,11,6,598,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.9,1.0,0.02,0.13,0.15,0.02,0.15,Matches
Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22-029,2000,15,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,33-206,1988,26,26,2258,25.1,29,1,26,3,3,2,0,1.16,0.04,1.20,1.04,1.08,26.0,23.7,4.9,28.6,1.04,0.19,1.23,0.95,1.14,Matches
Jamie Leweling,de GER,FW,Greuther Fürth,de Bundesliga,21-017,2001,26,17,1483,16.5,5,1,5,0,0,3,0,0.30,0.06,0.36,0.30,0.36,3.8,3.8,1.0,4.8,0.23,0.06,0.29,0.23,0.29,Matches
Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,24-049,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26-356,1995,6,6,495,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,22-001,2000,1,0,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches
Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,18-312,2003,5,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.39,0.00,0.39,0.39,0.39,Matches
Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,34-030,1988,25,15,1398,15.5,2,2,2,0,0,4,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,2.2,3.3,0.07,0.14,0.21,0.07,0.21,Matches
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25-247,1996,25,25,2240,24.9,4,0,4,0,0,1,0,0.16,0.00,0.16,0.16,0.16,2.0,2.0,0.0,2.0,0.08,0.00,0.08,0.08,0.08,Matches
Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,22-215,1999,24,23,2093,23.3,2,0,2,0,0,3,1,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06,Matches
Isaac Lihadji,fr FRA,"MF,DF",Lille,fr Ligue 1,19-339,2002,9,1,162,1.8,1,2,1,0,0,1,0,0.56,1.11,1.67,0.56,1.67,0.9,0.9,0.6,1.6,0.52,0.35,0.87,0.52,0.87,Matches
Anderson Lima,br BRA,MF,Lazio,it Serie A,22-173,1999,4,0,65,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches
Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28-234,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27-241,1994,20,18,1635,18.2,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.5,0.7,0.01,0.03,0.04,0.01,0.04,Matches
Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,22-014,2000,24,21,1608,17.9,5,4,5,0,0,0,0,0.28,0.22,0.50,0.28,0.50,5.8,5.8,5.0,10.9,0.33,0.28,0.61,0.33,0.61,Matches
Karol Linetty,pl POL,"MF,FW",Torino,it Serie A,27-041,1995,14,11,847,9.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.2,2.2,0.10,0.13,0.23,0.10,0.23,Matches
Jesse Lingard,eng ENG,FW,Manchester Utd,eng Premier League,29-090,1992,13,1,210,2.3,2,0,2,0,0,1,0,0.86,0.00,0.86,0.86,0.86,0.3,0.3,0.2,0.5,0.15,0.08,0.23,0.15,0.23,Matches
Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,24-214,1997,25,17,1506,16.7,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,2.8,4.1,0.08,0.17,0.25,0.08,0.25,Matches
Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,19-123,2002,23,22,1995,22.2,1,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.1,1.1,2.1,3.2,0.05,0.09,0.15,0.05,0.15,Matches
Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,24-158,1997,23,17,1510,16.8,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,3.1,4.3,0.07,0.18,0.25,0.07,0.25,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Javier Llabrés,,"FW,MF",Mallorca,es La Liga,,,3,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.11,0.05,0.16,0.11,0.16,Matches
Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28-211,1993,20,20,1671,18.6,2,0,2,0,0,6,0,0.11,0.00,0.11,0.11,0.11,0.8,0.8,0.1,0.9,0.04,0.00,0.05,0.04,0.05,Matches
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,27-044,1995,20,20,1670,18.6,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,2.4,2.9,0.03,0.13,0.16,0.03,0.16,Matches
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35-079,1986,27,27,2430,27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02,Matches
Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,es La Liga,25-340,1996,6,5,385,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2,0.11,0.17,0.28,0.11,0.28,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,25-340,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,Matches
Julen Lobete,es ESP,"FW,MF",Real Sociedad,es La Liga,21-178,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,1.5,1.5,0.0,1.5,0.48,0.00,0.49,0.48,0.49,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27-110,1994,16,14,1249,13.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.05,0.05,0.00,0.05,Matches
Jürgen Locadia,nl NED,"FW,MF",Bochum,de Bundesliga,28-128,1993,7,4,343,3.8,1,1,0,1,1,0,0,0.26,0.26,0.52,0.00,0.26,1.5,0.7,0.5,1.2,0.38,0.13,0.51,0.18,0.31,Matches
Jürgen Locadia,nl NED,FW,Brighton,eng Premier League,28-128,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45,Matches
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24-066,1998,28,20,1976,22.0,3,3,3,0,0,5,0,0.14,0.14,0.27,0.14,0.27,2.1,2.1,1.8,3.8,0.09,0.08,0.18,0.09,0.18,Matches
Banzouzi Locko,fr FRA,"DF,MF",Reims,fr Ligue 1,19-313,2002,15,7,677,7.5,1,0,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.1,0.1,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23-341,1998,21,9,801,8.9,2,1,2,0,0,1,0,0.22,0.11,0.34,0.22,0.34,0.7,0.7,1.0,1.7,0.08,0.11,0.19,0.08,0.19,Matches
Ruben Loftus-Cheek,eng ENG,MF,Chelsea,eng Premier League,26-051,1996,15,7,780,8.7,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.9,0.9,0.9,1.8,0.11,0.10,0.21,0.11,0.21,Matches
Shane Long,ie IRL,"FW,MF",Southampton,eng Premier League,35-052,1987,8,1,140,1.6,1,0,1,0,0,0,0,0.64,0.00,0.64,0.64,0.64,0.5,0.5,0.0,0.6,0.34,0.03,0.37,0.34,0.37,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,24-136,1997,18,11,1100,12.2,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,0.4,1.5,0.09,0.03,0.12,0.09,0.12,Matches
Ademola Lookman,eng ENG,"FW,MF",Leicester City,eng Premier League,24-146,1997,19,12,1139,12.7,4,0,4,0,0,2,0,0.32,0.00,0.32,0.32,0.32,3.8,3.8,1.8,5.6,0.30,0.14,0.44,0.30,0.44,Matches
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31-165,1990,27,27,2413,26.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
David López,es ESP,"MF,DF",Espanyol,es La Liga,32-157,1989,13,6,519,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.07,0.06,0.13,0.07,0.13,Matches
Diego López,es ESP,GK,Espanyol,es La Liga,40-132,1981,27,27,2412,26.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Javi López,es ESP,DF,Alavés,es La Liga,20-073,2002,7,4,406,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24-101,1997,27,26,2326,25.8,1,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,2.4,3.1,0.03,0.09,0.12,0.03,0.12,Matches
Pau López,es ESP,GK,Marseille,fr Ligue 1,27-092,1994,24,24,2160,24.0,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.6,0.6,0.00,0.03,0.03,0.00,0.03,Matches
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26-136,1995,18,8,688,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.2,1.6,0.04,0.16,0.20,0.04,0.20,Matches
Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20-041,2002,16,12,1005,11.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21-253,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36-005,1986,25,25,2215,24.6,2,0,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.6,1.7,0.05,0.02,0.07,0.05,0.07,Matches
Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,33-042,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20-294,2001,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23-167,1998,22,14,1296,14.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.01,0.05,0.06,0.01,0.06,Matches
Imran Louza,ma MAR,MF,Watford,eng Premier League,22-318,1999,15,12,995,11.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.04,0.07,0.11,0.04,0.11,Matches
Matteo Lovato,it ITA,"DF,MF",Atalanta,it Serie A,22-029,2000,6,3,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.03,0.05,0.01,0.05,Matches
Matteo Lovato,it ITA,DF,Cagliari,it Serie A,22-029,2000,9,8,681,7.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
Eduard Löwen,de GER,MF,Bochum,de Bundesliga,25-046,1997,19,13,1180,13.1,1,2,0,1,1,0,0,0.08,0.15,0.23,0.00,0.15,2.5,1.8,2.7,4.5,0.19,0.21,0.40,0.13,0.34,Matches
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32-279,1989,18,17,1515,16.8,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,0.5,0.5,1.2,1.8,0.03,0.07,0.10,0.03,0.10,Matches
Anthony Lozano,hn HON,"FW,MF",Cádiz,es La Liga,28-324,1993,23,19,1466,16.3,5,2,5,0,0,5,0,0.31,0.12,0.43,0.31,0.43,4.0,4.0,0.8,4.8,0.25,0.05,0.29,0.25,0.29,Matches
Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26-228,1995,23,15,1179,13.1,4,3,4,0,0,1,0,0.31,0.23,0.53,0.31,0.53,4.8,4.6,1.5,6.1,0.36,0.12,0.48,0.35,0.47,Matches
Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23-266,1998,22,17,1322,14.7,1,1,1,0,0,3,1,0.07,0.07,0.14,0.07,0.14,1.9,1.9,1.7,3.5,0.13,0.11,0.24,0.13,0.24,Matches
Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24-252,1997,9,6,509,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.6,0.6,0.2,0.8,0.11,0.03,0.14,0.11,0.14,Matches
José Luis Gayà,es ESP,DF,Valencia,es La Liga,26-294,1995,17,17,1448,16.1,2,3,2,0,0,7,1,0.12,0.19,0.31,0.12,0.31,0.8,0.8,1.2,2.0,0.05,0.08,0.12,0.05,0.12,Matches
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,34-235,1987,25,21,1832,20.4,7,1,7,0,1,5,0,0.34,0.05,0.39,0.34,0.39,5.9,5.1,3.3,8.4,0.29,0.16,0.45,0.25,0.41,Matches
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32-069,1990,24,22,1931,21.5,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.2,1.2,0.05,0.01,0.05,0.05,0.05,Matches
Florentino Luís,pt POR,MF,Getafe,es La Liga,22-208,1999,15,7,776,8.6,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.2,0.3,0.01,0.03,0.03,0.01,0.03,Matches
Luismi,es ESP,FW,Sevilla,es La Liga,20-296,2001,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23-310,1998,24,23,1973,21.9,1,3,1,0,0,6,0,0.05,0.14,0.18,0.05,0.18,1.2,1.2,2.0,3.2,0.06,0.09,0.15,0.06,0.15,Matches
Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28-306,1993,19,12,1212,13.5,5,0,5,0,0,0,0,0.37,0.00,0.37,0.37,0.37,4.5,4.5,2.2,6.7,0.34,0.16,0.50,0.34,0.50,Matches
Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19-088,2002,15,15,1285,14.3,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.1,0.8,0.05,0.01,0.06,0.05,0.06,Matches
Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,24-172,1997,3,2,176,2.0,1,0,0,1,1,0,0,0.51,0.00,0.51,0.00,0.00,1.1,0.3,0.0,0.3,0.55,0.00,0.55,0.16,0.16,Matches
